latitude_deg,longitude_deg,iso_country,gps_code,
8.273630142,73.02230072,IN,DMO
18.91334568,72.82921135,IN,DMO
18.9623,72.90308333,IN,DMO
18.98203333,72.82156667,IN,DMO
18.94265,72.79401667,IN,DMO
25.53818333,91.82655,IN,DMO
27.15673333,88.32206667,IN,DMO
18.281,76.0574,IN,DMO
27.15593333,88.61065,IN,DMO
27.3005,88.23085,IN,DMO
27.11283333,72.389,IN,DMO
33.76875,74.083753,IN,DMO
23.36577729,86.43673897,IN,DMO
18.701,79.3923,IN,VORG
18.701,79.3923,IN,VORG
24.18824,87.701722,IN,DMO
21.80508952,87.04690933,IN,DMO
22.41416667,82.71944444,IN,DMO
22.48858333,92.98695,IN,DMO
26.7744,88.45231667,IN,DMO
23.32875,92.85606667,IN,DMO
25.54425,91.88171667,IN,DMO
19.688611,74.378889,IN,VASD
21.32399879,74.95673418,IN,DMO
23.53251391,80.80821991,IN,DMO
27.30671667,88.59965,IN,DMO
26.407627,75.870128,IN,DMO
19.8841,73.84056667,IN,DMO
